residue_type,stereo_abs,stereo_rel,sample name,canonical smiles,InChI,type,doi,url,r doi,r url
,,,,c1ccc(cc1)P(c1ccccn1)c1ccccc1,SVABQOITNJTVNJ-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PDIAHQRNBM-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PDIAHQRNBM-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,FC(c1ccc(cc1)P(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(F)F,PXYCJKZSCDFXLR-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PDIAHQRNBM-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PDIAHQRNBM-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,[Cu]I,LSXDOTMGLUJQCM-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PDIAHQRNBM-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PDIAHQRNBM-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PDIAHQRNBM-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PDIAHQRNBM-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,JMB-B271-A,c1ccc(cc1)P(c1ccccn1)c1ccccc1.FC(c1ccc(cc1)P(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(F)F.FC(c1ccc(cc1)P(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(F)F.[Cu]I.[Cu]I,PDIAHQRNBMXKST-UHFFFAOYSA-L,4 product,10.14272/PDIAHQRNBMXKST-UHFFFAOYSA-L.1,https://dx.doi.org/10.14272/PDIAHQRNBMXKST-UHFFFAOYSA-L.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-PDIAHQRNBM-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-PDIAHQRNBM-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,c1ccc(cc1)P(c1ccccn1)c1ccccc1,SVABQOITNJTVNJ-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-HRDIKBKVMS-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-HRDIKBKVMS-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,Clc1ccc(cc1)P(c1ccc(cc1)Cl)c1ccc(cc1)Cl,IQKSLJOIKWOGIZ-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-HRDIKBKVMS-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-HRDIKBKVMS-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,[Cu]I,LSXDOTMGLUJQCM-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-HRDIKBKVMS-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-HRDIKBKVMS-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-HRDIKBKVMS-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-HRDIKBKVMS-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,JMB-B272-A,c1ccc(cc1)P(c1ccccn1)c1ccccc1.Clc1ccc(cc1)P(c1ccc(cc1)Cl)c1ccc(cc1)Cl.Clc1ccc(cc1)P(c1ccc(cc1)Cl)c1ccc(cc1)Cl.[Cu]I.[Cu]I,HRDIKBKVMSIYDT-UHFFFAOYSA-L,4 product,10.14272/HRDIKBKVMSIYDT-UHFFFAOYSA-L.1,https://dx.doi.org/10.14272/HRDIKBKVMSIYDT-UHFFFAOYSA-L.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-HRDIKBKVMS-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-HRDIKBKVMS-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,Clc1nc2ccccc2nc1c1ccccc1,KPGPIQKEKAEAHM-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,c1ccc(cc1)P(c1ccccc1)c1ccccc1.c1ccc(cc1)P(c1ccccc1)c1ccccc1.Cl[Pd]Cl,YNHIGQDRGKUECZ-UHFFFAOYSA-L,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,CC[Zn]CC,HQWPLXHWEZZGKY-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,[K]I,NLKNQRATVPKPDG-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,C1CCCO1,WYURNTSHIVDZCO-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,JPK-R22-B,CCc1nc2ccccc2nc1c1ccccc1,ALWWYBOVTKJSMV-UHFFFAOYSA-N,4 product,10.14272/ALWWYBOVTKJSMV-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/ALWWYBOVTKJSMV-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALWWYBOVTK-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,Cc1ccnc(c1)P(c1ccccc1)c1ccccc1,PKLZMHUUPARTDZ-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-XHFJIHLNMP-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-XHFJIHLNMP-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,Fc1ccc(cc1)P(c1ccc(cc1)F)c1ccc(cc1)F,GEPJPYNDFSOARB-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-XHFJIHLNMP-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-XHFJIHLNMP-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,[Cu]I,LSXDOTMGLUJQCM-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-XHFJIHLNMP-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-XHFJIHLNMP-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-XHFJIHLNMP-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-XHFJIHLNMP-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,JMB-B273-A,Cc1ccnc(c1)P(c1ccccc1)c1ccccc1.Fc1ccc(cc1)P(c1ccc(cc1)F)c1ccc(cc1)F.Fc1ccc(cc1)P(c1ccc(cc1)F)c1ccc(cc1)F.[Cu]I.[Cu]I,XHFJIHLNMPUPEE-UHFFFAOYSA-L,4 product,10.14272/XHFJIHLNMPUPEE-UHFFFAOYSA-L.1,https://dx.doi.org/10.14272/XHFJIHLNMPUPEE-UHFFFAOYSA-L.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-XHFJIHLNMP-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-XHFJIHLNMP-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,Brc1nc2ccccc2nc1c1ccccc1,VSSFGRBIDNAUHK-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,Copper Iodine,[Cu]I,LSXDOTMGLUJQCM-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,c1ccc(cc1)P(c1ccccc1)c1ccccc1.c1ccc(cc1)P(c1ccccc1)c1ccccc1.Cl[Pd]Cl,YNHIGQDRGKUECZ-UHFFFAOYSA-L,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,C#C[Si](C)(C)C,CWMFRHBXRUITQE-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,DIPEA,CCN(C(C)C)C(C)C,JGFZNNIVVJXRND-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,C1CCCO1,WYURNTSHIVDZCO-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,JPK-R55-A,C[Si](C#Cc1nc2ccccc2nc1c1ccccc1)(C)C,QZORWNVMFCCVKY-UHFFFAOYSA-N,4 product,10.14272/QZORWNVMFCCVKY-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/QZORWNVMFCCVKY-UHFFFAOYSA-N.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-QZORWNVMFC-UHFFFADPSC-NUHFF-NUHFF-NUHFF-ZZZ
,,,,Cc1ccnc(c1)P(c1ccccc1)c1ccccc1,PKLZMHUUPARTDZ-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-FMGUCHPYMW-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-FMGUCHPYMW-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,FC(c1ccc(cc1)P(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(F)F,PXYCJKZSCDFXLR-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-FMGUCHPYMW-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-FMGUCHPYMW-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,[Cu]I,LSXDOTMGLUJQCM-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-FMGUCHPYMW-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-FMGUCHPYMW-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-FMGUCHPYMW-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-FMGUCHPYMW-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,JMB-B274-A,FC(c1ccc(cc1)P(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(F)F.FC(c1ccc(cc1)P(c1ccc(cc1)C(F)(F)F)c1ccc(cc1)C(F)(F)F)(F)F.Cc1ccnc(c1)P(c1ccccc1)c1ccccc1.[Cu]I.[Cu]I,FMGUCHPYMWQCJE-UHFFFAOYSA-L,4 product,10.14272/FMGUCHPYMWQCJE-UHFFFAOYSA-L.1,https://dx.doi.org/10.14272/FMGUCHPYMWQCJE-UHFFFAOYSA-L.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-FMGUCHPYMW-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-FMGUCHPYMW-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,Cc1ccnc(c1)P(c1ccccc1)c1ccccc1,PKLZMHUUPARTDZ-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-POWAWEFVIV-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-POWAWEFVIV-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,Clc1ccc(cc1)P(c1ccc(cc1)Cl)c1ccc(cc1)Cl,IQKSLJOIKWOGIZ-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-POWAWEFVIV-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-POWAWEFVIV-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,[Cu]I,LSXDOTMGLUJQCM-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-POWAWEFVIV-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-POWAWEFVIV-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-POWAWEFVIV-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-POWAWEFVIV-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,JMB-B275-A,Cc1ccnc(c1)P(c1ccccc1)c1ccccc1.Clc1ccc(cc1)P(c1ccc(cc1)Cl)c1ccc(cc1)Cl.Clc1ccc(cc1)P(c1ccc(cc1)Cl)c1ccc(cc1)Cl.[Cu]I.[Cu]I,POWAWEFVIVSNFM-UHFFFAOYSA-L,4 product,10.14272/POWAWEFVIVSNFM-UHFFFAOYSA-L.1,https://dx.doi.org/10.14272/POWAWEFVIVSNFM-UHFFFAOYSA-L.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-POWAWEFVIV-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-POWAWEFVIV-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,CC(c1ccnc(c1)P(c1ccccc1)c1ccccc1)(C)C,SQVJCQZWFOKFFX-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ZWGYFJBNXK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ZWGYFJBNXK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,c1ccc(cc1)P(c1ccccc1)c1ccccc1,RIOQSEWOXXDEQQ-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ZWGYFJBNXK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ZWGYFJBNXK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,[Cu]I,LSXDOTMGLUJQCM-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ZWGYFJBNXK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ZWGYFJBNXK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ZWGYFJBNXK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ZWGYFJBNXK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,JMB-B276-A,c1ccc(cc1)P(c1ccccc1)c1ccccc1.c1ccc(cc1)P(c1ccccc1)c1ccccc1.CC(c1ccnc(c1)P(c1ccccc1)c1ccccc1)(C)C.[Cu]I.[Cu]I,ZWGYFJBNXKIBAZ-UHFFFAOYSA-L,4 product,10.14272/ZWGYFJBNXKIBAZ-UHFFFAOYSA-L.1,https://dx.doi.org/10.14272/ZWGYFJBNXKIBAZ-UHFFFAOYSA-L.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ZWGYFJBNXK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ZWGYFJBNXK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,CC(c1ccnc(c1)P(c1ccccc1)c1ccccc1)(C)C,SQVJCQZWFOKFFX-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALURCEXFHY-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALURCEXFHY-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,Fc1ccc(cc1)P(c1ccc(cc1)F)c1ccc(cc1)F,GEPJPYNDFSOARB-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALURCEXFHY-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALURCEXFHY-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,[Cu]I,LSXDOTMGLUJQCM-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALURCEXFHY-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALURCEXFHY-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALURCEXFHY-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALURCEXFHY-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,JMB-B277-A,CC(c1ccnc(c1)P(c1ccccc1)c1ccccc1)(C)C.Fc1ccc(cc1)P(c1ccc(cc1)F)c1ccc(cc1)F.Fc1ccc(cc1)P(c1ccc(cc1)F)c1ccc(cc1)F.[Cu]I.[Cu]I,ALURCEXFHYPEFU-UHFFFAOYSA-L,4 product,10.14272/ALURCEXFHYPEFU-UHFFFAOYSA-L.1,https://dx.doi.org/10.14272/ALURCEXFHYPEFU-UHFFFAOYSA-L.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALURCEXFHY-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ALURCEXFHY-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,C1CCC(C1)Cc1ccnc(c1)P(c1ccccc1)c1ccccc1,HZICELSONPXCRP-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-YQLAZYJXUL-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-YQLAZYJXUL-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,c1ccc(cc1)P(c1ccccc1)c1ccccc1,RIOQSEWOXXDEQQ-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-YQLAZYJXUL-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-YQLAZYJXUL-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,[Cu]I,LSXDOTMGLUJQCM-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-YQLAZYJXUL-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-YQLAZYJXUL-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,ClCCl,YMWUJEATGCHHMB-UHFFFAOYSA-N,3 solvent,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-YQLAZYJXUL-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-YQLAZYJXUL-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,JMB-B278-A,c1ccc(cc1)P(c1ccccc1)c1ccccc1.c1ccc(cc1)P(c1ccccc1)c1ccccc1.C1CCC(C1)Cc1ccnc(c1)P(c1ccccc1)c1ccccc1.[Cu]I.[Cu]I,YQLAZYJXULOWLY-UHFFFAOYSA-L,4 product,10.14272/YQLAZYJXULOWLY-UHFFFAOYSA-L.1,https://dx.doi.org/10.14272/YQLAZYJXULOWLY-UHFFFAOYSA-L.1,10.14272/reaction/SA-FUHFF-UHFFFADPSC-YQLAZYJXUL-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-YQLAZYJXUL-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,C1CCC(C1)Cc1ccnc(c1)P(c1ccccc1)c1ccccc1,HZICELSONPXCRP-UHFFFAOYSA-N,1 starting mat,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARNRBIXDBK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARNRBIXDBK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,Fc1ccc(cc1)P(c1ccc(cc1)F)c1ccc(cc1)F,GEPJPYNDFSOARB-UHFFFAOYSA-N,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARNRBIXDBK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARNRBIXDBK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
,,,,[Cu]I,LSXDOTMGLUJQCM-UHFFFAOYSA-M,2 reactant,,,10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARNRBIXDBK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ,https://dx.doi.org/10.14272/reaction/SA-FUHFF-UHFFFADPSC-ARNRBIXDBK-UHFFFADPSC-NUHFF-LUHFF-NUHFF-ZZZ
