residue_type,stereo_abs,stereo_rel,short label,canonical smiles,doi,url
,,,BG-113,C=CCO[C@@H]1O[C@H](COCc2ccccc2)[C@H]([C@@H]([C@H]1NC(=O)C(Cl)(Cl)Cl)O)OC(=O)C,10.14272/CPWPYKROAWGMGK-DUQPFJRNSA-N,https://dx.doi.org/10.14272/CPWPYKROAWGMGK-DUQPFJRNSA-N
,,,BG-115,CCS[C@@H]1O[C@@H]2COC(O[C@H]2[C@@H]([C@H]1O)OCc1ccccc1)c1ccc(cc1)OC,10.14272/NTNBOCGETUUYDM-UWPRFDSFSA-N,https://dx.doi.org/10.14272/NTNBOCGETUUYDM-UWPRFDSFSA-N
,,,BG-117,CCS[C@@H]1O[C@H](COCc2ccc(cc2)OC)[C@H]([C@@H]([C@H]1OC(=O)C)OCc1ccccc1)OC(=O)CCC(=O)C,10.14272/HCFDSKUYXTUZNC-TWZZTNFBSA-N,https://dx.doi.org/10.14272/HCFDSKUYXTUZNC-TWZZTNFBSA-N
,,,BG-119,CCS[C@@H]1O[C@@H]2COC(O[C@H]2[C@@H]([C@H]1OC(=O)C)OCc1ccccc1)c1ccc(cc1)OC,10.14272/IHJZSEBPJFQTAS-DQZWSBCQSA-N,https://dx.doi.org/10.14272/IHJZSEBPJFQTAS-DQZWSBCQSA-N
,,,BG-121,COc1ccc(cc1)/C=N/[C@H]1C(OC(=O)C)O[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)COC(=O)C,10.14272/BPVDJXUNJWJXMH-ANDZSCLQSA-N,https://dx.doi.org/10.14272/BPVDJXUNJWJXMH-ANDZSCLQSA-N
,,,BG-127,C=CCO[C@@H]1O[C@H](COCc2ccccc2)[C@H]([C@@H]([C@H]1NC(=O)C(Cl)(Cl)Cl)OC(=O)CCC(=O)C)O,10.14272/QAADRPZZXHPPSN-GHRYLNIYSA-N.1,https://dx.doi.org/10.14272/QAADRPZZXHPPSN-GHRYLNIYSA-N.1
,,,BG-133,CCS[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)OCc1ccccc1)O,10.14272/QZYDYKUQPIMRSF-ZSAUSMIDSA-N.1,https://dx.doi.org/10.14272/QZYDYKUQPIMRSF-ZSAUSMIDSA-N.1
,,,BG-139,CC(=O)OC[C@H]1OC(OC(=O)C)[C@@H]([C@H]([C@@H]1OC(=O)C)OCc1ccccc1)OC(=O)C,10.14272/SJPSXDYBIIGRQJ-AWGDKMGJSA-N.1,https://dx.doi.org/10.14272/SJPSXDYBIIGRQJ-AWGDKMGJSA-N.1
,,,BG-143,OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)OC(C)(C)C,10.14272/CQWFSMWAGKKQJB-VARJHODCSA-N.1,https://dx.doi.org/10.14272/CQWFSMWAGKKQJB-VARJHODCSA-N.1
,,,BG-145,O=C(OC(C)(C)C)N[C@H]1C(OCc2ccccc2)O[C@@H]([C@H]([C@@H]1OCc1ccccc1)OCc1ccccc1)COCc1ccccc1,10.14272/OLEMKOKVXHTHBC-VXERKMLKSA-N.1,https://dx.doi.org/10.14272/OLEMKOKVXHTHBC-VXERKMLKSA-N.1
,,,BG-147,CCS[C@@H]1O[C@@H]2COC(O[C@H]2[C@@H]([C@H]1O)O)c1ccccc1,10.14272/QOMMDHDGIYADCQ-BWTKQZKTSA-N.1,https://dx.doi.org/10.14272/QOMMDHDGIYADCQ-BWTKQZKTSA-N.1
,,,BG-149,[N-]=[N+]=N[C@H]1C(OC(=O)C)O[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)COC(=O)C,10.14272/QKGHBQJLEHAMKJ-GNMOMJPPSA-N.1,https://dx.doi.org/10.14272/QKGHBQJLEHAMKJ-GNMOMJPPSA-N.1
,,,BG-151,N[C@H]1C(OCc2ccccc2)O[C@@H]([C@H]([C@@H]1OCc1ccccc1)OCc1ccccc1)COCc1ccccc1,10.14272/DYDAVEMWGWFNJE-WAPOLKSXSA-N.1,https://dx.doi.org/10.14272/DYDAVEMWGWFNJE-WAPOLKSXSA-N.1
,,,BG-153,CC(=O)OC[C@H]1OC(OC(=O)C)[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)OC(=O)C,10.14272/LPTITAGPBXDDGR-IWQYDBTJSA-N.1,https://dx.doi.org/10.14272/LPTITAGPBXDDGR-IWQYDBTJSA-N.1
,,,BG-155,CCS[C@@H]1O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]1OC(=O)C)OC(=O)C)OC(=O)C,10.14272/YPNFVZQPWZMHIF-LJIZCISZSA-N.1,https://dx.doi.org/10.14272/YPNFVZQPWZMHIF-LJIZCISZSA-N.1
,,,BG-157,CCCCOB(OCCCC)C=C,10.14272/JQKJEPJLCSCBGW-UHFFFAOYSA-N,https://dx.doi.org/10.14272/JQKJEPJLCSCBGW-UHFFFAOYSA-N
,,,BG-67,C=CCO[C@@H]1O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]1NC(=O)C(Cl)(Cl)Cl)OC(=O)C)OC(=O)C,10.14272/XFNLWZCTEDTRGB-KJWHEZOQSA-N,https://dx.doi.org/10.14272/XFNLWZCTEDTRGB-KJWHEZOQSA-N
,,,BG-71,CC(=O)OC[C@H]1OC(OC(=O)C)[C@@H]([C@H]([C@@H]1OC(=O)C)OC(=O)C)NC(=O)C(Cl)(Cl)Cl,10.14272/SEEYXQVYXYGHNF-GNMOMJPPSA-N,https://dx.doi.org/10.14272/SEEYXQVYXYGHNF-GNMOMJPPSA-N
,,,BG-73,CCS[C@@H]1O[C@H](COC(=O)C)[C@H]([C@@H]([C@H]1OC(=O)C)OCc1ccccc1)OC(=O)C,10.14272/IJZVXCYUBMKLKT-ADAARDCZSA-N,https://dx.doi.org/10.14272/IJZVXCYUBMKLKT-ADAARDCZSA-N
,,,BG-93,CCS[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1O)O)O,10.14272/CHAHFVCHPSPXOE-CBQIKETKSA-N,https://dx.doi.org/10.14272/CHAHFVCHPSPXOE-CBQIKETKSA-N
,,,BS-101,COC(=O)C(=C1SCCCS1)/N=N/c1ccc(cc1)F,10.14272/AMXISWHLIUERHQ-FOCLMDBBSA-N.1,https://dx.doi.org/10.14272/AMXISWHLIUERHQ-FOCLMDBBSA-N.1
,,,BS-103,COC(=O)CC(=C1SCCCS1)/N=N/c1ccc(cc1)F,10.14272/JAVAPOSOROWTRA-WUKNDPDISA-N.1,https://dx.doi.org/10.14272/JAVAPOSOROWTRA-WUKNDPDISA-N.1
,,,BS-105,CCC(=C1SCCCS1)/N=N/c1ccc(cc1)F,10.14272/WYTXTCCQUJCGJW-FOCLMDBBSA-N.1,https://dx.doi.org/10.14272/WYTXTCCQUJCGJW-FOCLMDBBSA-N.1
,,,BS-107,Fc1ccc(cc1)/N=N/C(=C1SCCCS1)C,10.14272/VVQIMIBWQDHGRR-CCEZHUSRSA-N.1,https://dx.doi.org/10.14272/VVQIMIBWQDHGRR-CCEZHUSRSA-N.1
,,,BS-109,CC/C(=N\Nc1ccc(cc1)F)/C1SCCCS1,10.14272/WWBBSKVQLPFKDZ-FOWTUZBSSA-N,https://dx.doi.org/10.14272/WWBBSKVQLPFKDZ-FOWTUZBSSA-N
,,,BS-115,CCOC(=O)c1ccc(cc1)/N=N/C(=C1SCCCS1)c1ccccc1,10.14272/OHDRPYNAGNRNNM-QURGRASLSA-N.1,https://dx.doi.org/10.14272/OHDRPYNAGNRNNM-QURGRASLSA-N.1
,,,BS-117,Ic1ccc(cc1)/N=N/C(=C1SCCCS1)c1ccccc1,10.14272/QPYBPCGVZSEXOY-FMQUCBEESA-N.1,https://dx.doi.org/10.14272/QPYBPCGVZSEXOY-FMQUCBEESA-N.1
,,,BS-119,Fc1ccc(cc1)/N=N/C(=C1SCCCS1)Br,10.14272/SNNDMFLVXFIPGD-CCEZHUSRSA-N,https://dx.doi.org/10.14272/SNNDMFLVXFIPGD-CCEZHUSRSA-N
,,,BS-121,Fc1ccc(cc1)/N=N/C(=C1SCCCS1)I,10.14272/JBDIXWOMRIQTAS-CCEZHUSRSA-N,https://dx.doi.org/10.14272/JBDIXWOMRIQTAS-CCEZHUSRSA-N
,,,BS-123,CCCCC/C=C/C(=C1SCCCS1)/N=N/c1ccc(cc1)F,10.14272/RVLYIDPROHKKFB-GIWBTWJXSA-N,https://dx.doi.org/10.14272/RVLYIDPROHKKFB-GIWBTWJXSA-N
,,,BS-125,Fc1ccc(cc1)/N=N/C(=C1SCCCS1)/C=C/c1ccccc1,10.14272/QDPCLRYAFBCOEH-CZIJMRDGSA-N,https://dx.doi.org/10.14272/QDPCLRYAFBCOEH-CZIJMRDGSA-N
,,,BS-127,c1ccc(cc1)Oc1ccc(cc1)/N=N/C(=C1SCCCS1)c1ccccc1,10.14272/GGFVIHWRUFSKHJ-OCOZRVBESA-N,https://dx.doi.org/10.14272/GGFVIHWRUFSKHJ-OCOZRVBESA-N
,,,BS-129,Fc1ccc(cc1)/N=N/C=C1SCCCS1,10.14272/RFIIKSPZCGYTMX-BUHFOSPRSA-N,https://dx.doi.org/10.14272/RFIIKSPZCGYTMX-BUHFOSPRSA-N
,,,BS-131,Fc1ccc(cc1)/N=N/C(=C1SCCCS1)c1ccccc1,10.14272/XFOTXBGGPQNRBZ-FMQUCBEESA-N,https://dx.doi.org/10.14272/XFOTXBGGPQNRBZ-FMQUCBEESA-N
,,,BS-133,Brc1ccc(c2c1cccc2)/N=N/C(=C1SCCCS1)c1ccccc1,10.14272/PVNJZYMWNGXTBA-WCWDXBQESA-N,https://dx.doi.org/10.14272/PVNJZYMWNGXTBA-WCWDXBQESA-N
,,,BS-135,COC(=O)C(=C1SCCCS1)/N=N/c1ccc(cc1)Oc1ccccc1,10.14272/RFHSRTPLKAZEEX-QZQOTICOSA-N,https://dx.doi.org/10.14272/RFHSRTPLKAZEEX-QZQOTICOSA-N
,,,BS-139,COC(=O)CC(=C1SCCCS1)/N=N/c1cccc(c1C)Cl,10.14272/JBSNCIVXJFJUSU-ISLYRVAYSA-N,https://dx.doi.org/10.14272/JBSNCIVXJFJUSU-ISLYRVAYSA-N
,,,BS-143,COC(=O)CC(=C1SCCCS1)/N=N/c1ccc(cc1)I,10.14272/CLILNMDKASZZFN-WUKNDPDISA-N,https://dx.doi.org/10.14272/CLILNMDKASZZFN-WUKNDPDISA-N
,,,BS-145,CCC(=C1SCCCS1)/N=N/c1cccc(c1)OC,10.14272/QEVODTHYUWJJBL-FOCLMDBBSA-N,https://dx.doi.org/10.14272/QEVODTHYUWJJBL-FOCLMDBBSA-N
,,,BS-149,CC/C(=N\Nc1cccc(c1C)Cl)/C1SCCCS1,10.14272/DOOKAJSROQQPMC-FOWTUZBSSA-N,https://dx.doi.org/10.14272/DOOKAJSROQQPMC-FOWTUZBSSA-N
,,,BS-151,COC(=O)CC(=C1SCCCS1)/N=N/c1cccc(c1)OC,10.14272/PXDBOSMGQHNFQY-WUKNDPDISA-N,https://dx.doi.org/10.14272/PXDBOSMGQHNFQY-WUKNDPDISA-N
,,,BS-153,COc1cccc(c1)/N=N/C(=C1SCCCS1)c1ccccc1,10.14272/NSQFGCRLZMUDCH-FMQUCBEESA-N,https://dx.doi.org/10.14272/NSQFGCRLZMUDCH-FMQUCBEESA-N
,,,BS-155,Cc1c(Cl)cccc1/N=N/C(=C1SCCCS1)c1ccccc1,10.14272/VRNUXBHODSWHFZ-QZQOTICOSA-N,https://dx.doi.org/10.14272/VRNUXBHODSWHFZ-QZQOTICOSA-N
,,,BS-157,C1CSC(=C/N=N/c2ccc(cc2)Oc2ccccc2)SC1,10.14272/ZJKJZBYZQGISDQ-VHEBQXMUSA-N,https://dx.doi.org/10.14272/ZJKJZBYZQGISDQ-VHEBQXMUSA-N
,,,BS-159,COC(=O)CC(=C1SCCCS1)/N=N/c1ccc(cc1)Oc1ccccc1,10.14272/AYVQXPXZSMDFGH-QURGRASLSA-N,https://dx.doi.org/10.14272/AYVQXPXZSMDFGH-QURGRASLSA-N
,,,BS-161,CCC(=C1SCCCS1)/N=N/c1cccc(c1C)Cl,10.14272/COHUYYDVXUPBJP-WUKNDPDISA-N,https://dx.doi.org/10.14272/COHUYYDVXUPBJP-WUKNDPDISA-N
,,,BS-163,CCC(=C1SCCCS1)/N=N/c1ccc(cc1)Oc1ccccc1,10.14272/RYRLDGXGMCVDKB-QZQOTICOSA-N,https://dx.doi.org/10.14272/RYRLDGXGMCVDKB-QZQOTICOSA-N
,,,BS-165,BrC(=C1SCCCS1)/N=N/c1ccc(cc1)Oc1ccccc1,10.14272/AOQRZPCEVXTULO-FMQUCBEESA-N,https://dx.doi.org/10.14272/AOQRZPCEVXTULO-FMQUCBEESA-N
,,,BS-167,IC(=C1SCCCS1)/N=N/c1ccc(cc1)Oc1ccccc1,10.14272/GWBBMJJUBFQNHW-FMQUCBEESA-N,https://dx.doi.org/10.14272/GWBBMJJUBFQNHW-FMQUCBEESA-N
,,,BS-169,IC(=C1SCCCS1)/N=N/c1cccc(c1C)Cl,10.14272/OOAHFQSFRFSXOJ-FOCLMDBBSA-N,https://dx.doi.org/10.14272/OOAHFQSFRFSXOJ-FOCLMDBBSA-N
,,,BS-171,COC(=O)/C(=N\Nc1ccc(cc1)F)/C1SCCCS1,10.14272/JVWLXWRVDDKDLA-LFIBNONCSA-N,https://dx.doi.org/10.14272/JVWLXWRVDDKDLA-LFIBNONCSA-N
,,,BS-173,COC(=O)/C(=N\Nc1cccc(c1C)Cl)/C1SCCCS1,10.14272/NVMIQTWQIBJKHM-SFQUDFHCSA-N,https://dx.doi.org/10.14272/NVMIQTWQIBJKHM-SFQUDFHCSA-N
,,,BS-175,Fc1ccc(cc1)N/N=C(\c1ccccc1)/C1SCCCS1,10.14272/QDPNXEBIDUXHCH-CAPFRKAQSA-N.1,https://dx.doi.org/10.14272/QDPNXEBIDUXHCH-CAPFRKAQSA-N.1
,,,BS-177,Ic1ccc(cc1)/N=N/C(=C1SCCCS1)I,10.14272/UTTKVMHWGIKPHU-CCEZHUSRSA-N,https://dx.doi.org/10.14272/UTTKVMHWGIKPHU-CCEZHUSRSA-N
,,,BS-181,CC(=C1SCCCS1)/N=N/c1ccc(cc1)Oc1ccccc1,10.14272/WWKBLKXNILCANP-FMQUCBEESA-N.1,https://dx.doi.org/10.14272/WWKBLKXNILCANP-FMQUCBEESA-N.1
,,,BS-183,CC(=C1SCCCS1)/N=N/c1cccc(c1C)Cl,10.14272/OAZHVBZWLPRHCF-FOCLMDBBSA-N.1,https://dx.doi.org/10.14272/OAZHVBZWLPRHCF-FOCLMDBBSA-N.1
,,,BS-185,Ic1ccc(cc1)/N=N/C=C1SCCCS1,10.14272/NCZWEFQTMQHSJW-BUHFOSPRSA-N,https://dx.doi.org/10.14272/NCZWEFQTMQHSJW-BUHFOSPRSA-N
,,,BS-189,CCOC(=O)c1ccc(cc1)/N=N/C(=C1SCCS1)c1ccccc1,10.14272/FIIQKFWICQQMIA-QZQOTICOSA-N,https://dx.doi.org/10.14272/FIIQKFWICQQMIA-QZQOTICOSA-N
,,,BS-191,Brc1ccc(c2c1cccc2)/N=N/C(=C1SCCS1)c1ccccc1,10.14272/JUGLOEFOLXMLEN-GHVJWSGMSA-N,https://dx.doi.org/10.14272/JUGLOEFOLXMLEN-GHVJWSGMSA-N
,,,BS-193,c1ccc(cc1)Oc1ccc(cc1)/N=N/C(=C1SCCS1)c1ccccc1,10.14272/XXLMGNOUXDIRRQ-WCWDXBQESA-N,https://dx.doi.org/10.14272/XXLMGNOUXDIRRQ-WCWDXBQESA-N
,,,BS-195,Fc1ccc(cc1)/N=N/C(=C1SCCS1)c1ccccc1,10.14272/CLNCMKGSIITFTL-VHEBQXMUSA-N,https://dx.doi.org/10.14272/CLNCMKGSIITFTL-VHEBQXMUSA-N
,,,BS-91,OCc1cccc(c1)/N=N/C(=C1SCCCS1)c1ccccc1,10.14272/ADTLMTMRZNXYOP-FMQUCBEESA-N,https://dx.doi.org/10.14272/ADTLMTMRZNXYOP-FMQUCBEESA-N
,,,BS-93,CC/C(=N\Nc1ccc(c(c1)I)C)/C1SCCCS1,10.14272/DJXWTAHPCVGVSX-GHRIWEEISA-N,https://dx.doi.org/10.14272/DJXWTAHPCVGVSX-GHRIWEEISA-N
,,,BS-95,c1ccc(cc1)Oc1ccc(cc1)N/N=C(\c1ccccc1)/C1SCCCS1,10.14272/PBTUVUQCTONFGS-YYDJUVGSSA-N,https://dx.doi.org/10.14272/PBTUVUQCTONFGS-YYDJUVGSSA-N
,,,CB-11,CCCCCCCCCCCCCCCOC(=O)C(=O)O,10.14272/OMJGMZAOUDJZRQ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/OMJGMZAOUDJZRQ-UHFFFAOYSA-N
,,,CB-13,CCCCCCCCCCCCCCCCCCOC(=O)C(=O)O,10.14272/XEVIUPKBMXSALX-UHFFFAOYSA-N,https://dx.doi.org/10.14272/XEVIUPKBMXSALX-UHFFFAOYSA-N
,,,CB-15,CCCCCCCCCCCCCCCCOC(=O)C(=O)O,10.14272/JSGQQGNVTXXNQN-UHFFFAOYSA-N,https://dx.doi.org/10.14272/JSGQQGNVTXXNQN-UHFFFAOYSA-N
,,,CB-17,CCCCCCCCCCOC(=O)CC(=O)O,10.14272/NFJLFLMILACWJR-UHFFFAOYSA-N,https://dx.doi.org/10.14272/NFJLFLMILACWJR-UHFFFAOYSA-N
,,,CB-19,CCCCCCCCCCCCCCOC(=O)C(=O)O,10.14272/RGEZTMBESFPREL-UHFFFAOYSA-N,https://dx.doi.org/10.14272/RGEZTMBESFPREL-UHFFFAOYSA-N
,,,CBR-11,Brc1cc2CCc3ccc(CCc1cc2)cc3,10.14272/RJOYWTPJYZNRJD-UHFFFAOYSA-N,https://dx.doi.org/10.14272/RJOYWTPJYZNRJD-UHFFFAOYSA-N
,,,CBR-13,Oc1cc2CCc3ccc(CCc1cc2)cc3,10.14272/OGJZTZSDXOCMNS-UHFFFAOYSA-N,https://dx.doi.org/10.14272/OGJZTZSDXOCMNS-UHFFFAOYSA-N
,,,CBR-15,COc1cc2CCc3ccc(CCc1cc2)cc3,10.14272/IDNTUPRFFUTOCA-UHFFFAOYSA-N,https://dx.doi.org/10.14272/IDNTUPRFFUTOCA-UHFFFAOYSA-N
,,,CBR-17,COc1cc2CCc3ccc(CCc1cc2I)cc3,10.14272/FPFIZPBXXRHOCB-UHFFFAOYSA-N,https://dx.doi.org/10.14272/FPFIZPBXXRHOCB-UHFFFAOYSA-N
,,,CBR-19,Ic1cc2CCc3ccc(CCc1cc2)cc3,10.14272/NOVGGOBCDUEVSG-UHFFFAOYSA-N,https://dx.doi.org/10.14272/NOVGGOBCDUEVSG-UHFFFAOYSA-N
,,,CBR-29,Nc1cc2CCc3ccc(CCc1cc2)cc3,10.14272/BPBOJZFNHXUUNG-UHFFFAOYSA-N,https://dx.doi.org/10.14272/BPBOJZFNHXUUNG-UHFFFAOYSA-N
,,,CC-17,O=C(OCc1ccccc1)NCCCC(=O)OC(C)(C)C,10.14272/ILYKWFMHSNJPGZ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ILYKWFMHSNJPGZ-UHFFFAOYSA-N
,,,CC-19,OC(=O)CCCNC(=O)OCc1ccccc1,10.14272/STQMDRQJSNKUAW-UHFFFAOYSA-N,https://dx.doi.org/10.14272/STQMDRQJSNKUAW-UHFFFAOYSA-N
,,,CC-21,O=C(Oc1ccc(cc1)[N+](=O)[O-])CCCNC(=O)OCc1ccccc1,10.14272/KRQFWXDSIWPJRF-UHFFFAOYSA-N,https://dx.doi.org/10.14272/KRQFWXDSIWPJRF-UHFFFAOYSA-N
,,,CC-23,NC(=O)CCCNC(=O)OCc1ccccc1,10.14272/TZCMRRZQVXPIDW-UHFFFAOYSA-N,https://dx.doi.org/10.14272/TZCMRRZQVXPIDW-UHFFFAOYSA-N
,,,CC-25,NCCCC(=O)N,10.14272/WCVPFJVXEXJFLB-UHFFFAOYSA-N,https://dx.doi.org/10.14272/WCVPFJVXEXJFLB-UHFFFAOYSA-N
,,,CC-27,C[C@@H](C(=O)N)NC(=O)OCc1ccccc1,10.14272/CTZZSWNVVFTJRN-QMMMGPOBSA-N,https://dx.doi.org/10.14272/CTZZSWNVVFTJRN-QMMMGPOBSA-N
,,,CC-29,NC(=O)[C@@H](N)C,10.14272/HQMLIDZJXVVKCW-REOHCLBHSA-N,https://dx.doi.org/10.14272/HQMLIDZJXVVKCW-REOHCLBHSA-N
,,,CHS-101,c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Ni]n4c1cc(c4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccccc1)/c1ccccc1)c1ccccc1/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Ni]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccccc1)/C=C4)\c1ccccc1)/c1ccccc1,10.14272/AIOYFZDBUIGAAQ-OLRUKZAISA-N.1,https://dx.doi.org/10.14272/AIOYFZDBUIGAAQ-OLRUKZAISA-N.1
,,,CHS-102,c1ccc(cc1)/C/1=c/2\cc/c(=C(/C3=N/C(=C(\c4[nH]c(/C(=C/5\N=C1C=C5)/c1ccccc1)cc4)/c1ccccc1)/C=C3)\c1ccccc1c1cc3[nH]c1/C(=C\1/C=CC(=N1)/C(=c\1/cc/c(=C(/C4=N/C(=C\3/c3ccccc3)/C=C4)\c3ccccc3)/[nH]1)/c1ccccc1)/c1ccccc1)/[nH]2,,
,,,CHS-105,c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Cu]n4c1cc(c4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccccc1)/c1ccccc1)c1ccccc1/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Cu]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccccc1)/C=C4)\c1ccccc1)/c1ccccc1,10.14272/FCHGNDMBSHCUEK-OLRUKZAISA-N.1,https://dx.doi.org/10.14272/FCHGNDMBSHCUEK-OLRUKZAISA-N.1
,,,CHS-109,c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Zn]n4c1cc(c4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccccc1)/c1ccccc1)c1ccccc1/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Zn]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccccc1)/C=C4)\c1ccccc1)/c1ccccc1,10.14272/CCIAYANZDWKSEV-OLRUKZAISA-N.1,https://dx.doi.org/10.14272/CCIAYANZDWKSEV-OLRUKZAISA-N.1
,,,CHS-11,O=Cc1ccccc1c1cc2[nH]c1/C(=C\1/C=CC(=N1)/C(=c\1/cc/c(=C(/C3=N/C(=C\2/c2ccccc2)/C=C3)\c2ccccc2)/[nH]1)/c1ccccc1)/c1ccccc1,10.14272/KXWSDZYAKUDZPF-ROVQYOBGSA-N.1,https://dx.doi.org/10.14272/KXWSDZYAKUDZPF-ROVQYOBGSA-N.1
,,,CHS-113,c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Pd]n4c1cc(c4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccccc1)/c1ccccc1)c1ccccc1/C/1=c/2\cc/c/3=C(/C4=N/C(=C(\c5n([Pd]n23)c(/C(=C/2\N=C1C=C2)/c1ccccc1)cc5)/c1ccccc1)/C=C4)\c1ccccc1)/c1ccccc1,10.14272/YIJXPKHLVVHSSI-OLRUKZAISA-N.1,https://dx.doi.org/10.14272/YIJXPKHLVVHSSI-OLRUKZAISA-N.1
,,,CHS-12,BrC1=C/C/2=C(/c3ccc([nH]3)/C(=C/3\N=C(/C(=c/4\[nH]/c(=C(\C1=N2)/c1ccccc1)/cc4)/c1ccccc1)C=C3)/c1ccccc1)\c1ccccc1,,
,,,CHS-121,O=Cc1ccccc1/C/1=C/2\C=CC(=N2)/C(=c\2/cc/c(=C(/C3=N/C(=C(\c4[nH]c1cc4)/c1ccccc1)/C=C3)\c1ccccc1)/[nH]2)/c1ccccc1,10.14272/IXMWRMWFCFDTKE-HIXPDHBDSA-N.1,https://dx.doi.org/10.14272/IXMWRMWFCFDTKE-HIXPDHBDSA-N.1
,,,CHS-122,Br/C/1=C/2\C=CC(=N2)/C(=c\2/cc/c(=C(/C3=N/C(=C(\c4[nH]c1cc4)/c1ccccc1)/C=C3)\c1ccccc1)/[nH]2)/c1ccccc1,,
,,,CHS-125,CCOC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C=c\2/cc/c(=C(/C3=N/C(=C(\c4[nH]c1cc4)/c1ccccc1C=O)/C=C3)\c1ccc(cc1)C(=O)OCC)/[nH]2,10.14272/GJXVXQKLCLKLLN-NVZKTODFSA-N.1,https://dx.doi.org/10.14272/GJXVXQKLCLKLLN-NVZKTODFSA-N.1
,,,CHS-126,CCOC(=O)c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c\2/cc/c(=C(/C3=N/C(=C\c4[nH]c1cc4)/C=C3)\c1ccc(cc1)C(=O)OCC)/[nH]2)/Br,,
,,,CHS-129,O=Cc1ccccc1/C/1=C/2\C=CC(=N2)/C(=c/2\n3[Ni]n4c1ccc4/C(=C\1/C=CC(=N1)/C(=c\3/cc2)/c1ccccc1)/c1ccccc1)/c1ccccc1,10.14272/PNJCQSRZVFLATK-RORYYHOOSA-M.2,https://dx.doi.org/10.14272/PNJCQSRZVFLATK-RORYYHOOSA-M.2
,,,CHS-136,c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c\2/cc/c(=C/C3=N/C(=C(\c4[nH]c1cc4)/c1ccccc1)/C=C3)/[nH]2)/c1ccccc1,10.14272/ONZNTVWSXSVUHQ-WIYWIPGRSA-N.1,https://dx.doi.org/10.14272/ONZNTVWSXSVUHQ-WIYWIPGRSA-N.1
,,,CHS-137,c1ccc(cc1)/C/1=C/2\CC=C(N2)/C=C\2/C=CC(=N2)/C(=C/2\NC(=CC2)/C=C/2\N=C1C=C2)/c1ccccc1,,
,,,CHS-142,c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C=c\2/cc/c(=C(/C3=N/C(=C\c4[nH]c1cc4)/C=C3)\c1ccccc1)/[nH]2,10.14272/FNNOEKVUXXVPAI-DUVOQLPESA-N.1,https://dx.doi.org/10.14272/FNNOEKVUXXVPAI-DUVOQLPESA-N.1
,,,CHS-143,c1ccc([nH]1)Cc1ccc[nH]1,,
,,,CHS-15,c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c\2/cc/c(=C(/C3=N/C(=C(\c4[nH]c1cc4)/c1ccccc1/C/1=c/4\cc/c(=C(/C5=N/C(=C(\c6[nH]c(/C(=C/7\N=C1C=C7)/c1ccccc1)cc6)/c1ccccc1)/C=C5)\c1ccccc1)/[nH]4)/C=C3)\c1ccccc1)/[nH]2)/c1ccccc1,10.14272/GCDCSJMXKZHSKI-XZDYDVNVSA-N.1,https://dx.doi.org/10.14272/GCDCSJMXKZHSKI-XZDYDVNVSA-N.1
,,,CHS-154,c1ccc(cc1)/C/1=C/2\C=CC(=N2)/C(=c\2/cc/c(=C(/C3=N/C(=C(\c4[nH]c1cc4)/c1ccccc1/C/1=c/4\cc/c/5=C(/C6=N/C(=C(\c7n([Ni]n45)c(/C(=C/4\N=C1C=C4)/c1ccccc1)cc7)/c1ccccc1)/C=C6)\c1ccccc1)/C=C3)\c1ccccc1)/[nH]2)/c1ccccc1,10.14272/QYFQNSKAHGLVQL-XRTKQMIRSA-N.1,https://dx.doi.org/10.14272/QYFQNSKAHGLVQL-XRTKQMIRSA-N.1
