residue_type,stereo_abs,stereo_rel,short label,canonical smiles,doi,url
,,,FDM-203,COc1c(C)c2cc(C(C)C)c(=O)oc2c(c1C)C,,
,,,FDM-29,O=c1ccc2c(o1)c(C)ccc2C,10.14272/XUKPCDIFIUREIQ-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/XUKPCDIFIUREIQ-UHFFFAOYSA-N.2
,,,FFI-12,NCC(n1cccn1)n1cccn1,10.14272/PFBKJCSJBZOEJW-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/PFBKJCSJBZOEJW-UHFFFAOYSA-N.1
,,,FFI-13,NCC(n1cccn1)n1cccn1.Cl[Cu]Cl,10.14272/AMQWWHVPPZUOKP-UHFFFAOYSA-L.1,https://dx.doi.org/10.14272/AMQWWHVPPZUOKP-UHFFFAOYSA-L.1
,,,FFI-15,Cl[Cu]Cl.O.O,,
,,,fg-11,OC(C(F)(F)F)c1ccccc1,10.14272/VNOMEAQPOMDWSR-UHFFFAOYSA-N,https://dx.doi.org/10.14272/VNOMEAQPOMDWSR-UHFFFAOYSA-N
,,,fg-13,O=Cc1cc(n(c1C)c1ccccc1)C,10.14272/LNROIXNEIZSESG-UHFFFAOYSA-N,https://dx.doi.org/10.14272/LNROIXNEIZSESG-UHFFFAOYSA-N
,,,fg-15,OC(C(F)(F)F)c1cccnc1,10.14272/LHXKPHQPUHHFQW-UHFFFAOYSA-N,https://dx.doi.org/10.14272/LHXKPHQPUHHFQW-UHFFFAOYSA-N
,,,fg-17,OC(C(F)(F)F)c1cccs1,10.14272/HFMKQZZXASNEDP-UHFFFAOYSA-N,https://dx.doi.org/10.14272/HFMKQZZXASNEDP-UHFFFAOYSA-N
,,,fg-19,COc1ccc(cc1)C(C(F)F)O,10.14272/ISFCVJGNLBFSOB-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ISFCVJGNLBFSOB-UHFFFAOYSA-N
,,,FHU-250,FC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(c1nnc(o1)c1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)F,10.14272/QPDCTMHEKHWBQO-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QPDCTMHEKHWBQO-UHFFFAOYSA-N
,,,FHU-39079,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c(c(c1n1c2ccccc2c2c1cccc2)c1nnc(o1)C)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/ZNGNHXGIDLUNAS-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/ZNGNHXGIDLUNAS-UHFFFAOYSA-N.2
,,,FHU-39081,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)c2ccc(cc2)C)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/VMBNKDPNTRHCJF-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/VMBNKDPNTRHCJF-UHFFFAOYSA-N.2
,,,FHU-39082,COc1cccc(c1c1nnc(o1)c1c(n2c3ccccc3c3c2cccc3)c(C#N)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)OC,10.14272/PHLLCTCFMJCYOP-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/PHLLCTCFMJCYOP-UHFFFAOYSA-N.1
,,,FHU-39083,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)c2c(C)cc(cc2C)C)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/DYLFJJYYNYGIDI-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/DYLFJJYYNYGIDI-UHFFFAOYSA-N.2
,,,FHU-39084,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/KPWQQWDWVILYLB-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/KPWQQWDWVILYLB-UHFFFAOYSA-N.1
,,,FHU-39085,ClCc1nnc(o1)c1c(n2c3ccccc3c3c2cccc3)c(n2c3ccccc3c3c2cccc3)c(c(c1n1c2ccccc2c2c1cccc2)C#N)n1c2ccccc2c2c1cccc2,10.14272/CUVCCIOSRGCLAX-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/CUVCCIOSRGCLAX-UHFFFAOYSA-N.2
,,,FHU-39086,COC(=O)CCc1nnc(o1)c1c(n2c3ccccc3c3c2cccc3)c(C#N)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/FRTVLEZTKRSWBW-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/FRTVLEZTKRSWBW-UHFFFAOYSA-N.2
,,,FHU-39087,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)C(c2ccccc2)c2ccccc2)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/AGYPLZHKXMPAFZ-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/AGYPLZHKXMPAFZ-UHFFFAOYSA-N.2
,,,FHU-39088,CCCCCCCCCCCc1nnc(o1)c1c(n2c3ccccc3c3c2cccc3)c(C#N)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/CIOTUFXZDSKBMW-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/CIOTUFXZDSKBMW-UHFFFAOYSA-N.2
,,,FHU-39092,c1ccc(cc1)c1nnc(o1)c1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)c2ccccc2)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/BIXMHPJQMVBHFD-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/BIXMHPJQMVBHFD-UHFFFAOYSA-N.1
,,,FHU-39093,Cc1nnc(o1)c1c(n2c3ccccc3c3c2cccc3)c(n2c3ccccc3c3c2cccc3)c(c(c1n1c2ccccc2c2c1cccc2)c1nnc(o1)C)n1c2ccccc2c2c1cccc2,10.14272/JHLABSLOXSXFQZ-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/JHLABSLOXSXFQZ-UHFFFAOYSA-N.2
,,,FHU-39094,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)C[C@@H](C(=O)OC(C)(C)C)NC(=O)OCC2c3ccccc3-c3c2cccc3)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/CNOUBQRDWLQFIY-WMNDHARXSA-N.1,https://dx.doi.org/10.14272/CNOUBQRDWLQFIY-WMNDHARXSA-N.1
,,,FHU-39095,N#Cc1ccc(cc1)c1nnc(o1)c1c(n2c3ccccc3c3c2cccc3)c(C#N)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/JUYJSFSZARWDPQ-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/JUYJSFSZARWDPQ-UHFFFAOYSA-N.2
,,,FHU-39096,C#Cc1nnc(o1)c1c(n2c3ccccc3c3c2cccc3)c(n2c3ccccc3c3c2cccc3)c(c(c1n1c2ccccc2c2c1cccc2)C#N)n1c2ccccc2c2c1cccc2,10.14272/GVVBZEXAVPOBNU-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/GVVBZEXAVPOBNU-UHFFFAOYSA-N.1
,,,FHU-39097,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)c2cccs2)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/KUOGVDSKRXZPEJ-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/KUOGVDSKRXZPEJ-UHFFFAOYSA-N.2
,,,FHU-39098,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)c2c(F)c(F)c(c(c2F)F)F)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/ATCQGPIEAJDZIZ-UHFFFAOYSA-N.3,https://dx.doi.org/10.14272/ATCQGPIEAJDZIZ-UHFFFAOYSA-N.3
,,,FHU-39099,C=Cc1nnc(o1)c1c(n2c3ccccc3c3c2cccc3)c(n2c3ccccc3c3c2cccc3)c(c(c1n1c2ccccc2c2c1cccc2)C#N)n1c2ccccc2c2c1cccc2,10.14272/HFHZJNWFQLVEGX-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/HFHZJNWFQLVEGX-UHFFFAOYSA-N.2
,,,FHU-39100,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)c2ccccc2)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/ATUZFDMBQXVVAX-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/ATUZFDMBQXVVAX-UHFFFAOYSA-N.1
,,,FHU-39101,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)c2ccc(cc2)I)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/TYASFKRZOWIMFL-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/TYASFKRZOWIMFL-UHFFFAOYSA-N.2
,,,FHU-39102,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)C(C)(C)C)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/RBZIABUVENDLTG-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/RBZIABUVENDLTG-UHFFFAOYSA-N.1
,,,FHU-39103,c1ccc2c(c1)c1ccccc1n2c1c(c2[nH]nnn2)c(c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)c1[nH]nnn1)n1c2ccccc2c2c1cccc2,10.14272/BPVDQFVACPJFLX-UHFFFAOYSA-N.2,https://dx.doi.org/10.14272/BPVDQFVACPJFLX-UHFFFAOYSA-N.2
,,,FHU-39104,N#Cc1c(n2c3ccccc3c3c2cccc3)c(c(c(c1n1c2ccccc2c2c1cccc2)c1nnn[nH]1)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2,10.14272/OMAXCWQOBAUFQV-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/OMAXCWQOBAUFQV-UHFFFAOYSA-N.1
,,,FHU-39105,CC(c1nnc(o1)c1c(n2c3ccccc3c3c2cccc3)c(c2nnc(o2)C(C)(C)C)c(c(c1n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)n1c2ccccc2c2c1cccc2)(C)C,10.14272/MSPGILFMXBRFOP-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/MSPGILFMXBRFOP-UHFFFAOYSA-N.1
,,,FT-10,F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F.Cn1ccnc1C(n1nc(cc1c1ccccc1)c1ccccc1)n1nc(cc1c1ccccc1)c1ccccc1.Cn1ccnc1C(n1nc(cc1c1ccccc1)c1ccccc1)n1nc(cc1c1ccccc1)c1ccccc1.[Cu+][Cu+],10.14272/FONYBVKTMVEXPM-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/FONYBVKTMVEXPM-UHFFFAOYSA-N.1
,,,FT-11,Cn1ccnc1C(n1nc(cc1c1ccccc1)c1ccccc1)n1nc(cc1c1ccccc1)c1ccccc1,10.14272/LSGGPBYVWWQPOY-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/LSGGPBYVWWQPOY-UHFFFAOYSA-N.1
,,,FT-12,F[P-](F)(F)(F)(F)F.Clc1ccnc(c1)C(n1nc(cc1c1ccccc1)c1ccccc1)n1nc(cc1c1ccccc1)c1ccccc1.CC#N.[Cu+],10.14272/ZXFVPDKZHCLOHM-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/ZXFVPDKZHCLOHM-UHFFFAOYSA-N.1
,,,FT-13,F[Sb-](F)(F)(F)(F)F.Cn1ccnc1C(n1nc(cc1c1ccccc1)c1ccccc1)n1nc(cc1c1ccccc1)c1ccccc1.[Cu+],10.14272/BJUATVHTJTTWSW-UHFFFAOYSA-H.1,https://dx.doi.org/10.14272/BJUATVHTJTTWSW-UHFFFAOYSA-H.1
,,,FT-14,F[P-](F)(F)(F)(F)F.Cn1ccnc1C(n1nc(cc1c1ccccc1)c1ccccc1)n1nc(cc1c1ccccc1)c1ccccc1.CC#N.[Cu+],10.14272/MHRJPVSEKXPPCE-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/MHRJPVSEKXPPCE-UHFFFAOYSA-N.1
,,,FT-8,c1ccc(cc1)c1ccn(n1)C(n1ccc(n1)c1ccccc1)c1ccccn1.F[P-](F)(F)(F)(F)F.CC#N.[Cu+],10.14272/AXGNYRCNCNZKKZ-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/AXGNYRCNCNZKKZ-UHFFFAOYSA-N.1
,,,FT-9,Clc1ccnc(c1)C(n1nc(cc1c1ccccc1)c1ccccc1)n1nc(cc1c1ccccc1)c1ccccc1,10.14272/UFNYJPFRGDSKSE-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/UFNYJPFRGDSKSE-UHFFFAOYSA-N.1
,,,FWH-1-1,O=C(c1ccc(cc1)OCCCCOCc1ccccc1)c1ccc(cc1)OCCCCOCc1ccccc1,10.14272/XHZHVHMQWMDSMO-UHFFFAOYSA-N,https://dx.doi.org/10.14272/XHZHVHMQWMDSMO-UHFFFAOYSA-N
,,,FWH-11-1,COC(=O)c1ccc(c(c1)Oc1ccc(cc1)C=O)OC,10.14272/IQLDYSJYDUZNNV-UHFFFAOYSA-N,https://dx.doi.org/10.14272/IQLDYSJYDUZNNV-UHFFFAOYSA-N
,,,FWH-13-1,COc1ccc(cc1Oc1ccc(cc1)C(=O)OC)C(=O)OC,10.14272/DJUWZELLSVEECO-UHFFFAOYSA-N,https://dx.doi.org/10.14272/DJUWZELLSVEECO-UHFFFAOYSA-N
,,,FWH-15-1,COC(=O)CCc1ccc(cc1)Oc1ccc(cc1OC)CCC(=O)OC,10.14272/SYWGPADQOCSBBG-UHFFFAOYSA-N,https://dx.doi.org/10.14272/SYWGPADQOCSBBG-UHFFFAOYSA-N
,,,FWH-17-1,COc1ccc(cc1)Oc1ccc(cc1OC)C=O,10.14272/YUQXXVCREYJFBB-UHFFFAOYSA-N,https://dx.doi.org/10.14272/YUQXXVCREYJFBB-UHFFFAOYSA-N
,,,FWH-19-1,COc1cc(C=O)ccc1Oc1ccccc1OC,10.14272/TUSNHZIKKUVRTK-UHFFFAOYSA-N,https://dx.doi.org/10.14272/TUSNHZIKKUVRTK-UHFFFAOYSA-N
,,,FWH-29-1,CCCCCCCCCCCCOC(=O)C(Br)C,10.14272/RXTSHIDRCASANN-UHFFFAOYSA-N,https://dx.doi.org/10.14272/RXTSHIDRCASANN-UHFFFAOYSA-N
,,,FWH-3-1,CCOC(=O)CCc1ccc(cc1)C(c1ccc(cc1)OCC(=O)OCC)(F)F,10.14272/YWQWKTBMAGMMMM-UHFFFAOYSA-N,https://dx.doi.org/10.14272/YWQWKTBMAGMMMM-UHFFFAOYSA-N
,,,FWH-31-1,COCCOCCOCCOCCO,10.14272/ZNYRFEPBTVGZDN-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ZNYRFEPBTVGZDN-UHFFFAOYSA-N
,,,FWH-33-1,COCCOCCOCCOCCOC(=O)C(Cl)(Cl)Cl,10.14272/WDKNUQJLPXVSCT-UHFFFAOYSA-N,https://dx.doi.org/10.14272/WDKNUQJLPXVSCT-UHFFFAOYSA-N
,,,FWH-35-1,COCCOCCOCCOCCI,10.14272/KBOKJZSZVAHUPY-UHFFFAOYSA-N,https://dx.doi.org/10.14272/KBOKJZSZVAHUPY-UHFFFAOYSA-N
,,,FWH-37-1,COCCOC(=N)C(Cl)(Cl)Cl,10.14272/MKMBYEOVRQVUAL-UHFFFAOYSA-N,https://dx.doi.org/10.14272/MKMBYEOVRQVUAL-UHFFFAOYSA-N
,,,FWH-39-1,CCCCCCCCCCCCOC(=O)C(O)C,10.14272/QQQMUBLXDAFBRH-UHFFFAOYSA-N,https://dx.doi.org/10.14272/QQQMUBLXDAFBRH-UHFFFAOYSA-N
,,,FWH-43-1,O=Cc1ccc(cc1)n1c2ccccc2c2c1cccc2,10.14272/RPHLDCKUUAGNAC-UHFFFAOYSA-N,https://dx.doi.org/10.14272/RPHLDCKUUAGNAC-UHFFFAOYSA-N
,,,FWH-47-1,CC(=O)OCC(=O)c1cc(OC(=O)C)c(c(c1)OC(=O)C)OC(=O)C,10.14272/YBPOUYKRSJRDEC-UHFFFAOYSA-N,https://dx.doi.org/10.14272/YBPOUYKRSJRDEC-UHFFFAOYSA-N
,,,FWH-49-1,CC(N(C(C)C)/N=N/c1noc(c1)C)C,10.14272/LJHXYYQLWKACLA-ACCUITESSA-N,https://dx.doi.org/10.14272/LJHXYYQLWKACLA-ACCUITESSA-N
,,,FWH-5-1,O=C(c1ccccc1)OCCC(CCOC(=O)c1ccccc1)(F)F,10.14272/CGCVSZLNAIIXGT-UHFFFAOYSA-N,https://dx.doi.org/10.14272/CGCVSZLNAIIXGT-UHFFFAOYSA-N
,,,FWH-51-1,CC(N(C(C)C)/N=N/c1ccccc1CNC(=O)c1ccccc1)C,10.14272/GFNAHBQBWBEOKG-GHVJWSGMSA-N,https://dx.doi.org/10.14272/GFNAHBQBWBEOKG-GHVJWSGMSA-N
,,,FWH-7-1,COC(=O)c1ccc(cc1)Oc1cc(C=O)ccc1OC,10.14272/ARZPQKBNDHDXHC-UHFFFAOYSA-N,https://dx.doi.org/10.14272/ARZPQKBNDHDXHC-UHFFFAOYSA-N
,,,FWH-9-1,COC(=O)c1ccc(cc1)Oc1ccc(c(c1)C)Cl,10.14272/FGEGMJOULJLOQR-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/FGEGMJOULJLOQR-UHFFFAOYSA-N.1
,,,HK-11,Cc1nc(C)cc(c1)c1ccncc1,10.14272/NBOYKYKOJICEIQ-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/NBOYKYKOJICEIQ-UHFFFAOYSA-N.1
,,,HK-12,Brc1cc(C)nc(c1)C,,
,,,HK-13,OB(c1ccncc1)O,,
,,,HK-16,[O-][n+]1ccccc1,10.14272/ILVXOBCQQYKLDS-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/ILVXOBCQQYKLDS-UHFFFAOYSA-N.1
,,,HK-17,c1cccnc1,,
,,,HK-20,[O-][n+]1ccc(cc1)c1ccncc1,10.14272/JDNWJNJHGZHYNE-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/JDNWJNJHGZHYNE-UHFFFAOYSA-N.1
,,,HK-21,n1ccc(cc1)c1ccncc1,,
,,,HK-24,COc1ccc2c(c1)oc(=O)cc2C[n+]1ccc(cc1)c1ccncc1.[Br-],10.14272/WFLMEEFLMDVDTP-UHFFFAOYSA-M.1,https://dx.doi.org/10.14272/WFLMEEFLMDVDTP-UHFFFAOYSA-M.1
,,,HK-28,Fc1nc(F)cc(c1)c1ccncc1,10.14272/HTVXYMSPZMCSRI-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/HTVXYMSPZMCSRI-UHFFFAOYSA-N.1
,,,HK-3,[O-][n+]1ccc(cc1)Cl,10.14272/DPJVRASYWYOFSJ-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/DPJVRASYWYOFSJ-UHFFFAOYSA-N.1
,,,HK-30,Ic1cc(F)nc(c1)F,,
,,,HK-4,[O-][n+]1ccc(cc1)[N+](=O)[O-],,
,,,HK-7,[O-][n+]1ccc(cc1)Br,10.14272/ZRXLKDCFWJECNO-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/ZRXLKDCFWJECNO-UHFFFAOYSA-N.1
,,,HMS-10,Nc1ccccc1I,,
,,,HMS-11,CCCNc1ccccc1I,10.14272/KPNZEUINWRAIER-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/KPNZEUINWRAIER-UHFFFAOYSA-N.1
,,,HMS-12,Ic1ccccc1NCc1ccccc1,,
,,,HMS-13,c1ccc(cc1)CNc1ccccc1C#Cc1ccccc1,10.14272/IBVZZAGOGYLVHY-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/IBVZZAGOGYLVHY-UHFFFAOYSA-N.1
,,,HMS-131,CNc1ccccc1I,10.14272/WSLMOORTNOTZCO-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/WSLMOORTNOTZCO-UHFFFAOYSA-N.1
,,,HMS-136,Cc1ccc(cc1)CNc1ccccc1C#Cc1ccccc1,10.14272/CMRJBHJXHQCUCH-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/CMRJBHJXHQCUCH-UHFFFAOYSA-N.1
,,,HMS-137,Cc1ccc(cc1)CNc1ccccc1I,,
,,,HMS-147,CCCCC#Cc1ccccc1NC,10.14272/YRFAHHUWIPJDBV-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/YRFAHHUWIPJDBV-UHFFFAOYSA-N.1
,,,HMS-24,Ic1ccccc1NCc1ccc(cc1)C(F)(F)F,10.14272/LETIJSOCWBFPLK-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/LETIJSOCWBFPLK-UHFFFAOYSA-N.1
,,,HMS-26,Fc1ccc(cc1)CNc1ccccc1I,10.14272/RNGQLVKAGGXNHR-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/RNGQLVKAGGXNHR-UHFFFAOYSA-N.1
,,,HMS-31,Cc1ccc(cc1)S(=O)(=O)Nc1ccccc1I,10.14272/TZKVYDXSGFMXDH-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/TZKVYDXSGFMXDH-UHFFFAOYSA-N.1
,,,HMS-35,N#[N+][N-]Cc1ccccc1[N+](=O)[O-],10.14272/RWJRBVYNMRKGAG-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/RWJRBVYNMRKGAG-UHFFFAOYSA-N.1
,,,HMS-36,BrCc1ccccc1[N+](=O)[O-],,
,,,HMS-39,CCCNc1ccccc1C#Cc1ccccc1,10.14272/WBBVNSKMHXGLGS-UHFFFAOYSA-N.1,https://dx.doi.org/10.14272/WBBVNSKMHXGLGS-UHFFFAOYSA-N.1
,,,IP-103-1,O/N=C(\C(F)(F)F)/c1ccc(cc1)c1ccc(cc1)C#C[Si](C)(C)C,10.14272/VZMPYMRVBIOPOW-NKFKGCMQSA-N,https://dx.doi.org/10.14272/VZMPYMRVBIOPOW-NKFKGCMQSA-N
,,,IP-115,O=C(C(F)(F)F)c1ccc(cc1)c1ccc(cc1)Br,10.14272/JEYJVNRENCIQJH-UHFFFAOYSA-N,https://dx.doi.org/10.14272/JEYJVNRENCIQJH-UHFFFAOYSA-N
,,,IP-117,O=C(OC(C)(C)C)Nc1ccc(cc1)C(=O)C(F)(F)F,10.14272/CYTSLQKMHLJSBB-UHFFFAOYSA-N,https://dx.doi.org/10.14272/CYTSLQKMHLJSBB-UHFFFAOYSA-N
,,,IP-119,O=C(C(F)(F)F)c1ccc(cc1)N,10.14272/GHGLSQSKVJUUNZ-UHFFFAOYSA-N,https://dx.doi.org/10.14272/GHGLSQSKVJUUNZ-UHFFFAOYSA-N
,,,IP-121,O=C(C(F)(F)F)c1ccc(cc1)C#C[Si](C)(C)C,10.14272/USNOUYUEFBTZJM-UHFFFAOYSA-N,https://dx.doi.org/10.14272/USNOUYUEFBTZJM-UHFFFAOYSA-N
,,,IP-123,FC(C1(NN1)c1ccc(cc1)Br)(F)F,10.14272/JQGKKXVKQXLIPI-UHFFFAOYSA-N,https://dx.doi.org/10.14272/JQGKKXVKQXLIPI-UHFFFAOYSA-N
,,,IP-125,O/N=C(\C(F)(F)F)/c1ccc(cc1)C#C,10.14272/AJFFNLLHXUNVSE-ZROIWOOFSA-N,https://dx.doi.org/10.14272/AJFFNLLHXUNVSE-ZROIWOOFSA-N
,,,IP-129,COC(C(F)(F)F)(c1ccc(cc1)N)O[Si](C)(C)C,10.14272/CIBPHKPXEFSILA-UHFFFAOYSA-N,https://dx.doi.org/10.14272/CIBPHKPXEFSILA-UHFFFAOYSA-N
,,,IP-131,O/N=C(\C(F)(F)F)/c1ccccc1,10.14272/TUKWYJVGKNCDJJ-GHXNOFRVSA-N,https://dx.doi.org/10.14272/TUKWYJVGKNCDJJ-GHXNOFRVSA-N
,,,IP-133,COC(C(F)(F)F)(c1ccc(cc1)[N+](=O)[O-])O[Si](C)(C)C,10.14272/CVKMXUVPTGJFOD-UHFFFAOYSA-N,https://dx.doi.org/10.14272/CVKMXUVPTGJFOD-UHFFFAOYSA-N
,,,IP-135,[N-]=[N+]=NC1CC(OC1CO[Si](C(C)(C)C)(C)C)n1cc(C)c(=O)[nH]c1=O,10.14272/CXIAWCOBGBHOCC-UHFFFAOYSA-N,https://dx.doi.org/10.14272/CXIAWCOBGBHOCC-UHFFFAOYSA-N
,,,IP-151-1,Brc1ccc2c(c1)c(C#C[Si](C)(C)C)c1c(c2C#C[Si](C)(C)C)cccc1,10.14272/LAEVFUFMNCHUSB-UHFFFAOYSA-N,https://dx.doi.org/10.14272/LAEVFUFMNCHUSB-UHFFFAOYSA-N
,,,IP-153-1,COC(=O)C1=CC2C(C=C1)C(=O)c1c(C2=O)cccc1,10.14272/XPUGCZXGLANSMF-UHFFFAOYSA-N,https://dx.doi.org/10.14272/XPUGCZXGLANSMF-UHFFFAOYSA-N
,,,IP-155-1,O=C1C(=C(Br)C(=O)c2c1cccc2)Br,10.14272/PSMABVOYZJWFBV-UHFFFAOYSA-N,https://dx.doi.org/10.14272/PSMABVOYZJWFBV-UHFFFAOYSA-N
,,,IP-157-1,O=C1c2c(OCc3ccccc3)ccc(c2C(=O)c2c1cccc2)NCc1ccccc1,10.14272/GQQCMSAXSHZGDN-UHFFFAOYSA-N,https://dx.doi.org/10.14272/GQQCMSAXSHZGDN-UHFFFAOYSA-N
,,,IP-159-1,Oc1ccc2c3c1C(=O)c1ccccc1c3cc(n2)N(C)(C)C,10.14272/YJCQCPZJHRCRGF-UHFFFAOYSA-N,https://dx.doi.org/10.14272/YJCQCPZJHRCRGF-UHFFFAOYSA-N
,,,IP-161-1,O/N=C(\C(F)(F)F)/c1ccc(cc1)Cl,10.14272/DHFHLGPVGBSNLI-QPEQYQDCSA-N,https://dx.doi.org/10.14272/DHFHLGPVGBSNLI-QPEQYQDCSA-N
,,,IP-169-1,O/N=C(\C(F)(F)F)/c1ccc(cc1)c1ccc(cc1)Br,10.14272/WJOFPNPMZUSWOJ-UYRXBGFRSA-N,https://dx.doi.org/10.14272/WJOFPNPMZUSWOJ-UYRXBGFRSA-N
